Reaction,Substrate,Substrate_MolWt,Substrate_MolLogP,Substrate_TPSA,Catalyst,Base,Solvent,Solvent_MolWt,Solvent_MolLogP,Solvent_TPSA,Yield
883,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,15.0185
884,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,17.5418
885,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,19.9604
886,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,18.0183
887,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,19.0407
888,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,16.5583
889,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,10.5366
890,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,13.0599
891,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,15.4785
892,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,13.5364
893,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,14.5589
894,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,12.0764
895,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,10.8035
896,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,13.3268
897,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,15.7454
898,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,13.8033
899,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,14.8258
900,Cc1cccc(Cl)n1,127.574,2.0434,12.89,cphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,12.3433
901,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,53.9091
902,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,8.5455
903,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,53.6364
904,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,24.4545
905,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,25.6527
906,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,23.1702
907,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,16.6526
908,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,19.1759
909,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,21.5945
910,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,19.6524
911,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,20.6748
912,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,18.1924
913,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,66.7273
914,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,96.8182
915,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,53.8182
916,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,100.0
917,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,26.2624
918,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,23.7799
919,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,5.8182
920,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,16.7273
921,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,0.0
922,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,11.5455
923,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,26.3893
924,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,23.9069
925,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,0.0
926,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,75.3636
927,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
928,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,0.0
929,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,21.9075
930,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,19.425
931,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,18.1521
932,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,20.6755
933,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,23.094
934,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,21.1519
935,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,22.1744
936,Cc1cccc(Cl)n1,127.574,2.0434,12.89,ruphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,19.6919
937,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,8.9091
938,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,3.7273
939,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,1.8182
940,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,P2Et,DMA,87.122,0.0945,20.31,17.9091
941,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,P2Et,Toluene,92.141,1.995,0.0,27.1509
942,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,24.6685
943,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,18.1508
944,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,20.6741
945,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,23.0927
946,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,21.1506
947,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,22.1731
948,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,19.6906
949,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,5.7273
950,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,0.0
951,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,82.9091
952,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,65.0909
953,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,27.7606
954,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,25.2782
955,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,0.0
956,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,0.0
957,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,0.0
958,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,3.0909
959,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,27.8876
960,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,25.4051
961,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,0.0
962,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,68.6364
963,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,0.2727
964,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,BTMG,DMA,87.122,0.0945,20.31,0.0
965,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,BTMG,Toluene,92.141,1.995,0.0,23.4057
966,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,20.9233
967,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,19.6503
968,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,22.1737
969,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,24.5922
970,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,22.6502
971,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,23.6726
972,Cc1cccc(Cl)n1,127.574,2.0434,12.89,p(tbu)3-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,21.1902
973,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,P2Et,DMSO,78.136,-0.0053,17.07,17.2619
974,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,19.7852
975,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,P2Et,t-AmOH,88.15,1.1673,20.23,22.2038
976,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,P2Et,DMA,87.122,0.0945,20.31,20.2617
977,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,P2Et,Toluene,92.141,1.995,0.0,21.2842
978,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,P2Et,2-Me-THF,86.134,1.1853,9.23,18.8017
979,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,LiOTMS,DMSO,78.136,-0.0053,17.07,12.2841
980,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,14.8074
981,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,LiOTMS,t-AmOH,88.15,1.1673,20.23,17.2259
982,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,LiOTMS,DMA,87.122,0.0945,20.31,15.2839
983,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,LiOTMS,Toluene,92.141,1.995,0.0,16.3063
984,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,LiOTMS,2-Me-THF,86.134,1.1853,9.23,13.8239
985,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,NaOtBu,DMSO,78.136,-0.0053,17.07,17.8716
986,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,20.3949
987,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,NaOtBu,t-AmOH,88.15,1.1673,20.23,22.8135
988,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,NaOtBu,DMA,87.122,0.0945,20.31,20.8714
989,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,NaOtBu,Toluene,92.141,1.995,0.0,21.8939
990,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,NaOtBu,2-Me-THF,86.134,1.1853,9.23,19.4114
991,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,Cs2CO3,DMSO,78.136,-0.0053,17.07,17.9986
992,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,20.5219
993,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,Cs2CO3,t-AmOH,88.15,1.1673,20.23,22.9404
994,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,Cs2CO3,DMA,87.122,0.0945,20.31,20.9984
995,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,Cs2CO3,Toluene,92.141,1.995,0.0,22.0208
996,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,19.5384
997,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,BTMG,DMSO,78.136,-0.0053,17.07,13.5167
998,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,16.04
999,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,BTMG,t-AmOH,88.15,1.1673,20.23,18.4586
1000,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,BTMG,DMA,87.122,0.0945,20.31,16.5165
1001,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,BTMG,Toluene,92.141,1.995,0.0,17.539
1002,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,BTMG,2-Me-THF,86.134,1.1853,9.23,15.0565
1003,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,K3PO4,DMSO,78.136,-0.0053,17.07,13.7836
1004,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,16.3069
1005,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,K3PO4,t-AmOH,88.15,1.1673,20.23,18.7255
1006,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,K3PO4,DMA,87.122,0.0945,20.31,16.7834
1007,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,K3PO4,Toluene,92.141,1.995,0.0,17.8059
1008,Cc1cccc(Cl)n1,127.574,2.0434,12.89,empty,K3PO4,2-Me-THF,86.134,1.1853,9.23,15.3234
1009,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,11.2727
1010,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,1.6364
1011,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,12.6364
1012,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,9.7273
1013,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,26.167
1014,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,23.6845
1015,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,17.1669
1016,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,19.6902
1017,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,22.1088
1018,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,20.1667
1019,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,21.1892
1020,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,18.7067
1021,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,91.7273
1022,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,85.3636
1023,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,0.0
1024,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,0.0
1025,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,26.7767
1026,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,24.2942
1027,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,27.0
1028,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,84.0909
1029,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,90.2727
1030,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,27.8182
1031,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,26.9037
1032,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,24.4212
1033,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,67.3636
1034,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,0.0
1035,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
1036,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,0.0
1037,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,22.4218
1038,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,19.9394
1039,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,18.6664
1040,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,21.1898
1041,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,23.6083
1042,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,K3PO4,DMA,87.122,0.0945,20.31,21.6663
1043,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,K3PO4,Toluene,92.141,1.995,0.0,22.6887
1044,Cc1cccc(Cl)n1,127.574,2.0434,12.89,xphos-pd-g4,K3PO4,2-Me-THF,86.134,1.1853,9.23,20.2063
1045,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,P2Et,DMSO,78.136,-0.0053,17.07,19.2727
1046,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,P2Et,"1,4-Dioxane",88.106,0.0332,18.46,5.8182
1047,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,P2Et,t-AmOH,88.15,1.1673,20.23,46.0909
1048,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,P2Et,DMA,87.122,0.0945,20.31,9.3636
1049,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,P2Et,Toluene,92.141,1.995,0.0,24.5761
1050,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,P2Et,2-Me-THF,86.134,1.1853,9.23,22.0937
1051,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,LiOTMS,DMSO,78.136,-0.0053,17.07,15.5761
1052,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,LiOTMS,"1,4-Dioxane",88.106,0.0332,18.46,18.0994
1053,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,LiOTMS,t-AmOH,88.15,1.1673,20.23,20.5179
1054,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,LiOTMS,DMA,87.122,0.0945,20.31,18.5759
1055,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,LiOTMS,Toluene,92.141,1.995,0.0,19.5983
1056,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,LiOTMS,2-Me-THF,86.134,1.1853,9.23,17.1159
1057,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,NaOtBu,DMSO,78.136,-0.0053,17.07,21.2727
1058,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,NaOtBu,"1,4-Dioxane",88.106,0.0332,18.46,74.8182
1059,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,NaOtBu,t-AmOH,88.15,1.1673,20.23,0.0
1060,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,NaOtBu,DMA,87.122,0.0945,20.31,64.9091
1061,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,NaOtBu,Toluene,92.141,1.995,0.0,25.1859
1062,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,NaOtBu,2-Me-THF,86.134,1.1853,9.23,22.7034
1063,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,Cs2CO3,DMSO,78.136,-0.0053,17.07,41.6364
1064,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,Cs2CO3,"1,4-Dioxane",88.106,0.0332,18.46,47.9091
1065,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,Cs2CO3,t-AmOH,88.15,1.1673,20.23,75.7273
1066,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,Cs2CO3,DMA,87.122,0.0945,20.31,20.3636
1067,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,Cs2CO3,Toluene,92.141,1.995,0.0,25.3128
1068,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,Cs2CO3,2-Me-THF,86.134,1.1853,9.23,22.8304
1069,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,BTMG,DMSO,78.136,-0.0053,17.07,0.0
1070,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,BTMG,"1,4-Dioxane",88.106,0.0332,18.46,0.0
1071,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,BTMG,t-AmOH,88.15,1.1673,20.23,0.0
1072,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,BTMG,DMA,87.122,0.0945,20.31,0.0
1073,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,BTMG,Toluene,92.141,1.995,0.0,20.831
1074,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,BTMG,2-Me-THF,86.134,1.1853,9.23,18.3485
1075,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,K3PO4,DMSO,78.136,-0.0053,17.07,17.0756
1076,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,K3PO4,"1,4-Dioxane",88.106,0.0332,18.46,19.5989
1077,Cc1cccc(Cl)n1,127.574,2.0434,12.89,brettphos-pd-g4,K3PO4,t-AmOH,88.15,1.1673,20.23,22.0175
