Reaction,Substrate,Catalyst,Base,Solvent,Yield
1373,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,P2Et,Toluene,2.832287415
1374,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,P2Et,2-Me-THF,0.101601585
1375,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,LiOTMS,DMSO,0
1376,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",0
1377,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,LiOTMS,t-AmOH,0
1378,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,LiOTMS,DMA,0
1379,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,LiOTMS,Toluene,0
1380,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,LiOTMS,2-Me-THF,0
1381,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,NaOtBu,DMSO,0
1382,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",1.854143749
1383,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,NaOtBu,t-AmOH,4.514543501
1384,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,NaOtBu,DMA,2.378288268
1385,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,NaOtBu,Toluene,3.502970093
1386,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,NaOtBu,2-Me-THF,0.772284263
1387,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,Cs2CO3,DMSO,0
1388,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",1.993804041
1389,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,Cs2CO3,t-AmOH,4.654203793
1390,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,Cs2CO3,DMA,2.51794856
1391,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,Cs2CO3,Toluene,3.642630385
1392,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,Cs2CO3,2-Me-THF,0.911944555
1393,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,BTMG,DMSO,1.991560827
1394,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,BTMG,"1,4-Dioxane",0
1395,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,BTMG,t-AmOH,0
1396,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,BTMG,DMA,0
1397,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,BTMG,Toluene,0
1398,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,BTMG,2-Me-THF,0
1399,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,K3PO4,DMSO,0
1400,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",0
1401,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,K3PO4,t-AmOH,0.017745147
1402,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,K3PO4,DMA,0
1403,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,K3PO4,Toluene,0
1404,COc1ccc(Cl)cc1,xphos-pd-g3-triflate,K3PO4,2-Me-THF,0
1405,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,P2Et,DMSO,0.760040006
1406,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,P2Et,"1,4-Dioxane",14.5276024
1407,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,P2Et,t-AmOH,17.18800216
1408,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,P2Et,DMA,15.05174692
1409,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,P2Et,Toluene,16.17642875
1410,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,P2Et,2-Me-THF,13.44574292
1411,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,LiOTMS,DMSO,6.276333597
1412,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,LiOTMS,"1,4-Dioxane",9.051990109
1413,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,LiOTMS,t-AmOH,11.71238986
1414,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,LiOTMS,DMA,9.576134628
1415,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,LiOTMS,Toluene,10.70081645
1416,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,LiOTMS,2-Me-THF,7.970130623
1417,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,NaOtBu,DMSO,12.42262857
1418,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,NaOtBu,"1,4-Dioxane",15.19828508
1419,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,NaOtBu,t-AmOH,17.85868483
1420,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,NaOtBu,DMA,15.7224296
1421,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,NaOtBu,Toluene,16.84711143
1422,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,NaOtBu,2-Me-THF,14.1164256
1423,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,Cs2CO3,DMSO,12.56228886
1424,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,Cs2CO3,"1,4-Dioxane",15.33794537
1425,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,Cs2CO3,t-AmOH,17.99834513
1426,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,Cs2CO3,DMA,15.86208989
1427,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,Cs2CO3,Toluene,16.98677172
1428,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,Cs2CO3,2-Me-THF,14.25608589
1429,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,BTMG,DMSO,1.930306634
1430,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,BTMG,"1,4-Dioxane",10.40790085
1431,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,BTMG,t-AmOH,13.0683006
1432,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,BTMG,DMA,10.93204537
1433,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,BTMG,Toluene,12.0567272
1434,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,BTMG,2-Me-THF,9.326041366
1435,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,K3PO4,DMSO,7.925830216
1436,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,K3PO4,"1,4-Dioxane",10.70148673
1437,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,K3PO4,t-AmOH,13.36188648
1438,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,K3PO4,DMA,11.22563125
1439,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,K3PO4,Toluene,12.35031307
1440,COc1ccc(Cl)cc1,adbrettphos-pd-g3-triflate,K3PO4,2-Me-THF,9.619627241
1441,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,P2Et,DMSO,0.89753864
1442,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,P2Et,"1,4-Dioxane",3.673195152
1443,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,P2Et,t-AmOH,6.333594904
1444,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,P2Et,DMA,4.197339671
1445,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,P2Et,Toluene,5.322021496
1446,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,P2Et,2-Me-THF,2.591335666
1447,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,LiOTMS,DMSO,0
1448,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,LiOTMS,"1,4-Dioxane",0
1449,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,LiOTMS,t-AmOH,0.85798261
1450,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,LiOTMS,DMA,0
1451,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,LiOTMS,Toluene,0
1452,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,LiOTMS,2-Me-THF,0
1453,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,NaOtBu,DMSO,1.568221318
1454,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,NaOtBu,"1,4-Dioxane",4.34387783
1455,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,NaOtBu,t-AmOH,7.004277582
1456,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,NaOtBu,DMA,4.868022349
1457,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,NaOtBu,Toluene,5.992704174
1458,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,NaOtBu,2-Me-THF,3.262018344
1459,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,Cs2CO3,DMSO,1.707881611
1460,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,Cs2CO3,"1,4-Dioxane",4.483538122
1461,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,Cs2CO3,t-AmOH,7.143937875
1462,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,Cs2CO3,DMA,5.007682641
1463,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,Cs2CO3,Toluene,6.132364467
1464,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,Cs2CO3,2-Me-THF,3.401678636
1465,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,BTMG,DMSO,0
1466,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,BTMG,"1,4-Dioxane",0
1467,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,BTMG,t-AmOH,2.213893353
1468,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,BTMG,DMA,0.07763812
1469,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,BTMG,Toluene,1.202319945
1470,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,BTMG,2-Me-THF,0
1471,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,K3PO4,DMSO,0
1472,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,K3PO4,"1,4-Dioxane",0
1473,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,K3PO4,t-AmOH,2.507479228
1474,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,K3PO4,DMA,0.371223995
1475,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,K3PO4,Toluene,1.49590582
1476,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,cphos-pd-g4,K3PO4,2-Me-THF,0
1477,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,P2Et,DMSO,17.1
1478,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,P2Et,"1,4-Dioxane",19.8
1479,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,P2Et,t-AmOH,27.7
1480,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,P2Et,DMA,16.35
1481,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,P2Et,Toluene,13.40548965
1482,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,P2Et,2-Me-THF,10.67480382
1483,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiOTMS,DMSO,3.5053945
1484,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiOTMS,"1,4-Dioxane",6.281051012
1485,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiOTMS,t-AmOH,8.941450764
1486,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiOTMS,DMA,6.805195531
1487,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiOTMS,Toluene,7.929877356
1488,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,LiOTMS,2-Me-THF,5.199191526
1489,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,DMSO,6.45
1490,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,"1,4-Dioxane",3.25
1491,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,t-AmOH,7.75
1492,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,DMA,3.1
1493,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,Toluene,14.07617233
1494,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,NaOtBu,2-Me-THF,11.3454865
1495,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,DMSO,24.2
1496,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,"1,4-Dioxane",7.1
1497,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,t-AmOH,34.85
1498,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,DMA,5.55
1499,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,Toluene,14.21583262
1500,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,Cs2CO3,2-Me-THF,11.48514679
1501,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,BTMG,DMSO,3.95
1502,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,BTMG,"1,4-Dioxane",4.2
1503,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,BTMG,t-AmOH,9.15
1504,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,BTMG,DMA,4.75
1505,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,BTMG,Toluene,9.2857881
1506,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,BTMG,2-Me-THF,6.555102269
1507,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,K3PO4,DMSO,5.154891119
1508,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,K3PO4,"1,4-Dioxane",7.93054763
1509,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,K3PO4,t-AmOH,10.59094738
1510,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,K3PO4,DMA,8.454692149
1511,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,K3PO4,Toluene,9.579373975
1512,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,ruphos-pd-g4,K3PO4,2-Me-THF,6.848688144
1513,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,P2Et,DMSO,26
1514,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,P2Et,"1,4-Dioxane",22.65
1515,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,P2Et,t-AmOH,11.9
1516,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,P2Et,DMA,25.75
1517,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,P2Et,Toluene,15.05353414
1518,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,P2Et,2-Me-THF,12.32284831
1519,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiOTMS,DMSO,5.153438994
1520,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiOTMS,"1,4-Dioxane",7.929095506
1521,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiOTMS,t-AmOH,10.58949526
1522,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiOTMS,DMA,8.453240025
1523,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiOTMS,Toluene,9.57792185
1524,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,LiOTMS,2-Me-THF,6.84723602
1525,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,DMSO,7.25
1526,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,"1,4-Dioxane",12.85
1527,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,t-AmOH,11.95
1528,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,DMA,11.45
1529,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,Toluene,15.72421682
1530,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,NaOtBu,2-Me-THF,12.99353099
1531,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,DMSO,20.4
1532,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,"1,4-Dioxane",15.35
1533,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,t-AmOH,15.55
1534,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,DMA,19.5
1535,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,Toluene,15.86387711
1536,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,Cs2CO3,2-Me-THF,13.13319128
1537,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,BTMG,DMSO,4.9
1538,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,BTMG,"1,4-Dioxane",10.35
1539,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,BTMG,t-AmOH,13.95
1540,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,BTMG,DMA,10.7
1541,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,BTMG,Toluene,10.93383259
1542,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,BTMG,2-Me-THF,8.203146763
1543,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,K3PO4,DMSO,6.802935613
1544,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,K3PO4,"1,4-Dioxane",9.578592124
1545,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,K3PO4,t-AmOH,12.23899188
1546,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,K3PO4,DMA,10.10273664
1547,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,K3PO4,Toluene,11.22741847
1548,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,p(tbu)3-pd-g4,K3PO4,2-Me-THF,8.496732638
1549,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,P2Et,DMSO,4.175642559
1550,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,P2Et,"1,4-Dioxane",6.95129907
1551,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,P2Et,t-AmOH,9.611698823
1552,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,P2Et,DMA,7.47544359
1553,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,P2Et,Toluene,8.600125415
1554,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,P2Et,2-Me-THF,5.869439584
1555,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,LiOTMS,DMSO,0
1556,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,LiOTMS,"1,4-Dioxane",1.475686776
1557,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,LiOTMS,t-AmOH,4.136086528
1558,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,LiOTMS,DMA,1.999831295
1559,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,LiOTMS,Toluene,3.12451312
1560,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,LiOTMS,2-Me-THF,0.39382729
1561,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,NaOtBu,DMSO,4.846325237
1562,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,NaOtBu,"1,4-Dioxane",7.621981748
1563,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,NaOtBu,t-AmOH,10.2823815
1564,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,NaOtBu,DMA,8.146126267
1565,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,NaOtBu,Toluene,9.270808093
1566,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,NaOtBu,2-Me-THF,6.540122262
1567,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,Cs2CO3,DMSO,4.985985529
1568,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,Cs2CO3,"1,4-Dioxane",7.761642041
1569,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,Cs2CO3,t-AmOH,10.42204179
1570,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,Cs2CO3,DMA,8.28578656
1571,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,Cs2CO3,Toluene,9.410468385
1572,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,Cs2CO3,2-Me-THF,6.679782555
1573,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,BTMG,DMSO,0.055941008
1574,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,BTMG,"1,4-Dioxane",2.831597519
1575,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,BTMG,t-AmOH,5.491997272
1576,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,BTMG,DMA,3.355742039
1577,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,BTMG,Toluene,4.480423864
1578,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,BTMG,2-Me-THF,1.749738033
1579,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,K3PO4,DMSO,0.349526883
1580,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,K3PO4,"1,4-Dioxane",3.125183394
1581,CCOC(=O)N1CCC(=C2c3ccc(Br)cc3CCc3cccnc32)CC1,empty,K3PO4,t-AmOH,5.785583147
